,Year,Sale Date,Sale Price,Property Location,Year Built,Garden,Garage,Type,Style,Bedrooms,Bathrooms,First Time Buyer
241,2021,Sold 2021-08-27,"€284,138.00",Broomhouse,Unknown,Yes,No,Detached,1-Storey,3,2,No
242,2021,Sold 2021-08-27,"€405,678.00",Broomhouse,1990,Yes,Yes,Detached,2-Storey,3,1,No
243,2021,Sold 2021-08-27,"€346,133.00",Broomhouse,1995,Yes,Yes,Detached,1.5-Storey,2,1,Yes
244,2021,Sold 2021-08-30,"€ 403,631",Avoca,2007,No,No,End-of-Terrace,2-Storey,2,2,Yes
245,2021,Sold 2021-08-30,"€830,742.00",Avoca,2011,Yes,Yes,Detached,2-Storey,4,2,No
246,2021,Sold 2021-08-30,"€423,646.00",Avoca,2015,Yes,Yes,Detached,2-Storey,3,2,No
247,2021,Sold 2021-08-30,"€541,378.00",Brookville,2008,Yes,???,Detached,2-Storey,4,2,No
248,2021,Sold 2021-08-30,"€467,240.00",Brookville,2007,Yes,Yes,Detached,1-Storey,3,2,Yes
249,2021,Sold 04 September 2021,"€474,291.00",Brookville,2015,Yes,Yes,Detached,2-Storey,3,2,No
250,2021,Sold 2021-09-25,"€342,754.00",Brookville,1989,Yes,Yes,Detached,1.5-Storey,3,1,Yes
251,2021,Sold 2021-09-25,"€508,576.00",Brookville,Unknown,Yes,Yes,Detached,1-Storey,3,2,No
252,2021,Sold 2021-09-27,"€ 235,716",Rivermount,1915,No,No,Terraced,2-Storey,5,2,Yes
253,2021,Sold 2021-09-27,"€224,655.00",Rivermount,c1912,No,???,Terraced,2-Storey,5,2,Yes
254,2021,Sold 2021-10-02,"€412,206.00",Oak Park,1976,Yes,No,Detached,1.5-Storey,3,2,Yes
255,2021,Sold 2021-10-02,"€823,838.00",Brookville,2015,Yes,Yes,Detached,1-Storey,3,2,No
256,2021,Sold 2021-10-02,"€488,362.00",Brookville,2015,Yes,Yes,Detached,1-Storey,3,2,No
257,2021,Sold 2021-10-12,"€801,337.00",Avoca,2016,Yes,???,Det.,1-Storey,3,2,No
258,2021,Sold 2021-10-12,"€ 874,250",Avoca,2016,Yes,???,Detached,2-Storey,4,2,No
259,2021,Sold 2021-10-13,"€303,960.00",Summerston,Unknown,Yes,Yes,Detached,1-Storey,3,1,Yes
260,2021,Sold 2021-10-13,"€214,672.00",Summerston,1949,Yes,Yes,Bungalow,1-Storey,1,1,No
261,2021,Sold 2021-10-13,"€144,788.00",Summerston,c1922,Yes,Yes,Bungalow,1-Storey,2,1,Yes
262,2021,Sold 2021-10-30,"€389,051.00",Oak Park,1977,Yes,Yes,Detached,1-Storey,2,1,No
263,2021,Sold 2021-10-30,"€729,251.00",Oak Park,1982,Yes,No,Detached,1-Storey,4,2,No
264,2021,Sold 2021-11-04,"€422,106.00",Brookville,2016,Yes,Yes,Detached,1-Storey,3,2,No
265,2021,Sold 2021-11-06,"€344,867.00",Rivermount,1922,Yes,No,Terraced,2-Storey,4,2,Yes
266,2021,Sold 2021-11-06,"€341,258.00",Rivermount,1914,Yes,No,Terraced,2-Storey,4,2,No
267,2021,Sold 06 November 2021,"€403,326.00",Rivermount,1906,Yes,No,Terraced,1-Storey,3,2,Yes
268,2021,Sold 2021-11-06,"€369,439.00",Rivermount,1937,Yes,No,Detached,2-Storey,4,2,No
269,2021,Sold 2021-11-13,"€359,846.00",Brookville,2010,Yes,No,Semi-Detached,1-Storey,1,1,No
270,2021,Sold 2021-11-13,"€422,182.00",Brookville,Unknown,Yes,Yes,Detached,1-Storey,3,2,Yes
271,2021,Sold 2021-11-18,"€194,206.00",Beacon Hill,1945,Yes,Yes,Bungalow,1-Storey,2,1,No
272,2021,Sold 2021-11-18,"€362,306.00",Beacon Hill,1951,Yes,No,Detached,1-Storey,3,2,Yes
273,2021,Sold 18 November 2021,"€326,856.00",Beacon Hill,1943,Yes,No,Det.,1-Storey,3,1,YES
274,2021,Sold 2021-11-21,"€303,378.00",Oak Park,1976,No,No,Duplex,1-Storey,5,2,No
275,2021,Sold 2021-11-21,"€337,792.00",Brookville,2015,Yes,No,Semi-Detached,1-Storey,1,1,No
276,2021,Sold 2021-11-23,"€457,543.00",Porter Square,2011,Yes,Yes,End-of-Terrace,2-Storey,2,2,Yes
277,2021,Sold 2021-11-27,"€317,709.00",Oak Park,1962,Yes,Yes,Detached,1-Storey,2,1,NO
278,2021,Sold 2021-12-07,"€465,182.00",Avoca,2009,Yes,Yes,Detached,2-Storey,3,2,No
279,2021,Sold 2021-12-07,"€446,201.00",Avoca,2012,Yes,Yes,Detached,1.5-Storey,3,2,No
280,2021,Sold 07 December 2021,"€359,350.00",Oak Park,1983,Yes,Yes,Detached,1.5-Storey,3,1,No
281,2021,Sold 2021-12-07,"€442,012.00",Avoca,2005,Yes,Yes,Detached,2-Storey,3,2,No
282,2021,Sold 2021-12-08,"€577,639.00",Brookville,2007,Yes,Yes,Detached,2-Storey,3,2,No
283,2021,Sold 13 December 2021,"€734,864.00",Porter Square,Unknown,Yes,Yes,Detached,2-Storey,3,2,No
284,2021,Sold 2021-12-23,"€942,638.00",Porter Square,2016,Yes,Yes,Detached,2-Storey,4,3,No
285,2021,Sold 2021-12-23,"€577,870.00",Brookville,2007,Yes,Yes,Detached,2-Storey,3,2,No
286,2021,Sold 2021-12-24,"€609,553.00",Porter Square,2018,Yes,Yes,Detached,1-Storey,3,2,Yes
287,2022,Sold 2022-01-05,"€378,209.00",Brookville,1998,Yes,Yes,Detached,1.5-Storey,3,2,Yes
288,2022,Sold 2022-01-05,"€319,777.00",Brookville,1984,Yes,Yes,Detached,1-Storey,2,1,No
289,2022,Sold 2022-01-05,"€542,571.00",Brookville,2020,Yes,No,Detached,1-Storey,2,2,No
290,2022,Sold 2022-01-09,"€325,341.00",Beacon Hill,1960,Yes,Yes,Detached,1-Storey,2,1,NO
291,2022,Sold 2022-01-15,"€474,129.00",Brookville,2019,Yes,???,Detached,1-Storey,3,2,YES
292,2022,Sold 2022-01-15,"€734,252.00",Brookville,2020,Yes,No,Detached,2-Storey,3,2,No
293,2022,Sold 2022-01-27,"€391,838.00",Brookville,2010,Yes,Yes,Detached,1-Storey,3,1,Yes
294,2022,Sold 2022-01-27,"€375,973.00",Brookville,2018,???,No,Semi-Detached,1-Storey,1,1,No
295,2022,Sold 2022-01-27,"€539,365.00",Brookville,2007,Yes,Yes,Detached,1-Storey,3,2,No
296,2022,Sold 2022-01-27,"€386,605.00",Brookville,2016,Yes,No,Semi-Detached,1-Storey,1,1,No
297,2022,Sold 2022-01-28,"€272,038.00",Summerston,1922,No,No,Terraced,2-Storey,3,1,No
298,2022,Sold 2022-01-28,"€637,489.00",Porter Square,Unknown,Yes,Yes,Detached,1-Storey,3,2,Yes
299,2022,Sold 2022-01-28,"€291,261.00",Summerston,1959,Yes,Yes,Detached,1-Storey,3,2,No
300,2022,Sold 2022-01-28,"€244,566.00",Summerston,c1947,Yes,Yes,Bungalow,1-Storey,2,1,Yes
301,2022,Sold 28 January 2022,"€160,954.00",Summerston,1923,Yes,No,Bungalow,1-Storey,2,1,No
302,2022,Sold 2022-01-31,"€301,112.00",Beacon Hill,1951,Yes,???,Terraced,1-Storey,2,1,Yes
303,2022,Sold 2022-02-05,"€ 512,456",Brookville,2013,Yes,Yes,Detached,2-Storey,4,2,No
304,2022,Sold 2022-02-05,"€555,989.00",Brookville,2015,Yes,Yes,Det.,2-Storey,3,2,No
305,2022,Sold 2022-02-22,"€509,999.00",Brookville,2007,Yes,???,Detached,1-Storey,3,2,Yes
306,2022,Sold 2022-02-22,"€375,782.00",Brookville,2006,Yes,Yes,Detached,1-Storey,3,1,Yes
307,2022,Sold 2022-02-25,"€486,165.00",Avoca,2016,Yes,Yes,Detached,2-Storey,3,2,No
308,2022,Sold 2022-02-25,"€335,587.00",Broomhouse,1982,Yes,???,Detached,1-Storey,3,1,YES
309,2022,Sold 2022-02-25,"€332,779.00",Broomhouse,Unknown,Yes,Yes,Detached,1-Storey,3,1,Yes
310,2022,Sold 2022-02-28,"€464,088.00",Porter Square,2010,Yes,No,End-of-Terrace,2-Storey,4,2,No
311,2022,Sold 2022-02-28,"€608,376.00",Porter Square,2017,Yes,No,Detached,2-Storey,3,2,No
312,2022,Sold 2022-03-02,"€238,314.00",Summerston,1953,No,Yes,Bungalow,1-Storey,3,1,Yes
313,2022,Sold 2022-03-02,"€485,547.00",Summerston,2009,Yes,Yes,Detached,1-Storey,2,1,Yes
314,2022,Sold 2022-03-05,"€ 314,554",Brookville,2013,Yes,No,Semi-Detached,1-Storey,1,1,No
315,2022,Sold 2022-03-08,"€314,390.00",Brookville,2015,Yes,No,Semi-D,1-Storey,1,1,No
316,2022,Sold 2022-03-10,"€1,161,531.00",Avoca,2015,Yes,Yes,Detached,2-Storey,3,2,No
317,2022,Sold 2022-03-10,"€417,447.00",Porter Square,2011,Yes,Yes,End-of-Terrace,2-Storey,2,2,No
318,2022,Sold 2022-03-15,"€449,052.00",Oak Park,1974,Yes,Yes,Detached,2-Storey,4,1,No
319,2022,Sold 2022-03-15,"€314,033.00",Oak Park,1976,Yes,Yes,Detached,1-Storey,3,1,Yes
320,2022,Sold 2022-03-20,"€451,816.00",Porter Square,2018,Yes,Yes,Semi-Detached,2-Storey,2,2,No
321,2022,Sold 2022-03-20,"€658,311.00",Porter Square,2016,Yes,Yes,Detached,2-Storey,3,2,Yes
322,2022,Sold 2022-03-25,"€329,578.00",Brookville,Unknown,Yes,Yes,Detached,1-Storey,4,1,NO
323,2022,Sold 2022-03-25,"€ 638,709",Brookville,2014,Yes,Yes,Detached,2-Storey,3,2,Yes
324,2022,Sold 2022-03-25,"€756,639.00",Brookville,2010,Yes,Yes,Detached,1-Storey,3,2,No
325,2022,Sold 2022-04-01,"€556,839.00",Brookville,2009,Yes,Yes,Detached,1-Storey,3,2,No
326,2022,Sold 2022-04-01,"€382,119.00",Brookville,2005,Yes,Yes,Det.,1-Storey,3,1,No
327,2022,Sold 2022-04-03,"€581,543.00",Avoca,2019,Yes,No,Detached,2-Storey,3,2,No
328,2022,Sold 2022-04-03,"€ 746,226",Avoca,2015,Yes,???,Semi-Detached,1-Storey,1,1,Yes
329,2022,Sold 2022-04-05,"€348,859.00",Summerston,1967,Yes,Yes,Detached,1-Storey,3,1,Yes
330,2022,Sold 2022-04-10,"€355,157.00",Summerston,1984,Yes,No,Detached,1.5-Storey,3,2,No
331,2022,Sold 2022-04-10,"€351,988.00",Summerston,1970,Yes,No,Detached,1-Storey,4,2,No
332,2022,Sold 2022-04-14,"€364,610.00",Oak Park,1972,Yes,Yes,Detached,1-Storey,3,1,No
333,2022,Sold 2022-04-18,"€ 332,945",Rivermount,1929,Yes,No,Detached,2-Storey,3,1,No
334,2022,Sold 2022-04-18,"€324,057.00",Rivermount,1945,Yes,No,Detached,1-Storey,2,1,Yes
335,2022,Sold 18 April 2022,"€303,288.00",Summerston,1912,Yes,Yes,Detached,1-Storey,4,1,No
336,2022,Sold 2022-04-18,"€ 350,113",Oak Park,1968,Yes,Yes,Detached,1-Storey,2,1,No
337,2022,Sold 2022-04-19,"€560,178.00",Brookville,2016,Yes,No,Detached,1-Storey,3,2,No
338,2022,Sold 21 April 2022,"€278,538.00",Brookville,Unknown,Yes,Yes,Bungalow,1-Storey,3,1,No
339,2022,Sold 2022-04-21,"€408,388.00",Brookville,1986,Yes,No,Detached,1.5-Storey,3,2,No
340,2022,Sold 27 April 2022,"€532,986.00",Oak Park,1977,Yes,No,Detached,2-Storey,3,2,NO
341,2022,Sold 2022-04-27,"€362,816.00",Oak Park,1967,Yes,No,Detached,1.5-Storey,3,1,Yes
342,2022,Sold 2022-04-27,"€322,539.00",Oak Park,1957,Yes,Yes,Detached,1-Storey,3,1,Yes
343,2022,Sold 2022-04-28,"€282,636.00",Oak Park,1984,Yes,Yes,Detached,1-Storey,3,1,Yes
344,2022,Sold 2022-04-28,"€244,418.00",Oak Park,1955,Yes,No,Duplex,1-Storey,3,2,Yes
345,2022,Sold 2022-04-29,"€441,298.00",Summerston,1984,Yes,No,Detached,1-Storey,3,1,No
346,2022,Sold 29 April 2022,"€426,425.00",Rivermount,1917,No,No,Terraced,1-Storey,3,2,Yes
347,2022,Sold 2022-04-29,"€511,844.00",Avoca,2016,Yes,Yes,Detached,2-Storey,3,2,No
348,2022,Sold 2022-04-29,"€1,043,468.00",Avoca,2018,Yes,???,Detached,1-Storey,3,2,No
349,2022,Sold 29 April 2022,"€297,293.00",Rivermount,1957,Yes,Yes,Detached,1-Storey,2,1,Yes
350,2022,Sold 2022-04-29,"€298,889.00",Rivermount,1954,Yes,No,Terraced,1-Storey,3,2,Yes
351,2022,Sold 2022-04-29,"€555,403.00",Avoca,2010,Yes,Yes,Detached,2-Storey,5,2,No
352,2022,Sold 2022-04-29,"€285,934.00",Rivermount,1921,Yes,No,Detached,2-Storey,3,1,Yes
353,2022,Sold 2022-04-29,"€483,728.00",Avoca,2009,Yes,No,Detached,2-Storey,3,2,NO
354,2022,Sold 2022-04-29,"€ 508,553",Summerston,2010,Yes,Yes,Detached,1.5-Storey,4,3,No
355,2022,Sold 2022-04-29,"€239,914.00",Summerston,1952,Yes,Yes,Bungalow,1-Storey,4,1,NO
356,2022,Sold 2022-04-29,"€246,424.00",Summerston,1937,Yes,No,Bungalow,1-Storey,2,1,Yes
357,2022,Sold 2022-04-30,"€194,939.00",Summerston,1936,Yes,No,Bungalow,1-Storey,2,1,No
358,2022,Sold 2022-05-01,"€335,751.00",Summerston,1958,Yes,Yes,Detached,1-Storey,3,1,No
359,2022,Sold 01 May 2022,"€464,601.00",Oak Park,1970,Yes,Yes,Detached,1-Storey,3,1,No
360,2022,Sold 2022-05-02,"€912,503.00",Rivermount,1911,Yes,No,Detached,2-Storey,3,3,NO
361,2022,Sold 2022-05-02,"€381,005.00",Rivermount,1960,Yes,Yes,Detached,1-Storey,2,1,No
362,2022,Sold 2022-05-03,"€326,183.00",Summerston,1967,Yes,Yes,Detached,1-Storey,2,1,No
363,2022,Sold 2022-05-03,"€194,917.00",Summerston,1936,Yes,No,Bungalow,1-Storey,3,1,Yes
364,2022,Sold 2022-05-03,"€193,815.00",Summerston,1953,Yes,No,Terraced,1-Storey,2,1,No
365,2022,Sold 2022-05-03,"€372,306.00",Summerston,1981,???,Yes,Detached,1-Storey,2,1,No
366,2022,Sold 2022-05-03,"€167,389.00",Beacon Hill,c1939,Yes,Yes,Bungalow,1-Storey,1,1,No
367,2022,Sold 2022-05-03,"€302,746.00",Summerston,1968,No,No,Duplex,1-Storey,4,2,No
368,2022,Sold 2022-05-04,"€808,908.00",Rivermount,1892,Yes,Yes,Detached,2-Storey,3,3,No
369,2022,Sold 04 May 2022,"€330,969.00",Rivermount,c1934,Yes,Yes,Det.,1-Storey,3,2,No
370,2022,Sold 2022-05-04,"€141,061.00",Rivermount,1938,Yes,Yes,Bungalow,1-Storey,5,2,No
371,2022,Sold 2022-05-04,"€324,303.00",Rivermount,1960,Yes,No,Duplex,2-Storey,4,2,Yes
372,2022,Sold 2022-05-04,"€ 254,181",Rivermount,1969,Yes,Yes,Bungalow,1-Storey,2,2,No
373,2022,Sold 2022-05-04,"€124,919.00",Beacon Hill,1949,Yes,No,Bungalow,1-Storey,2,1,Yes
374,2022,Sold 2022-05-04,"€277,603.00",Beacon Hill,1936,Yes,No,Bungalow,1-Storey,2,1,Yes
375,2022,Sold 2022-05-05,"€ 427,368",Oak Park,1989,Yes,No,Detached,1-Storey,3,2,Yes
376,2022,Sold 2022-05-05,"€359,314.00",Oak Park,1968,Yes,Yes,Detached,1-Storey,2,1,No
377,2022,Sold 2022-05-05,"€639,981.00",Oak Park,1982,Yes,No,Detached,1-Storey,4,2,No
378,2022,Sold 2022-05-08,"€396,860.00",Oak Park,1946,Yes,Yes,Detached,2-Storey,4,1,No
379,2022,Sold 2022-05-08,"€622,868.00",Brookville,2013,Yes,Yes,Detached,2-Storey,3,2,No
380,2022,Sold 2022-05-08,"€459,627.00",Oak Park,1978,Yes,No,Detached,1.5-Storey,3,1,Yes
381,2022,Sold 2022-05-10,"€693,075.00",Brookville,2014,Yes,Yes,Detached,2-Storey,4,2,No
382,2022,Sold 10 May 2022,"€623,813.00",Avoca,2017,Yes,No,Detached,2-Storey,3,2,No
383,2022,Sold 10 May 2022,"€460,335.00",Avoca,2009,Yes,Yes,Det.,2-Storey,3,2,No
384,2022,Sold 2022-05-10,"€ 439,854",Avoca,2012,Yes,Yes,Detached,2-Storey,3,2,NO
385,2022,Sold 2022-05-10,"€581,083.00",Brookville,2020,Yes,No,Detached,1-Storey,3,2,No
386,2022,Sold 2022-05-11,"€351,347.00",Summerston,2015,Yes,???,Semi-Detached,1.5-Storey,2,1,No
387,2022,Sold 2022-05-11,"€348,071.00",Summerston,Unknown,Yes,???,Detached,1-Storey,4,2,No
388,2022,Sold 2022-05-13,"€343,205.00",Broomhouse,1957,Yes,No,Detached,1-Storey,4,2,Yes
389,2022,Sold 2022-05-13,"€345,716.00",Brookville,2016,Yes,No,Semi-Detached,1-Storey,1,1,No
390,2022,Sold 2022-05-13,"€549,354.00",Brookville,2020,Yes,No,Detached,1-Storey,3,2,No
391,2022,Sold 2022-05-13,"€234,240.00",Broomhouse,1881,No,No,Bungalow,1-Storey,2,1,No
392,2022,Sold 2022-05-14,"€325,735.00",Brookville,1984,Yes,Yes,Detached,1-Storey,3,1,No
393,2022,Sold 2022-05-17,"€440,324.00",Avoca,2012,Yes,Yes,Detached,2-Storey,3,2,No
394,2022,Sold 2022-05-17,"€575,198.00",Avoca,2010,Yes,Yes,Detached,2-Storey,4,2,No
395,2022,Sold 2022-05-18,"€469,209.00",Beacon Hill,1937,Yes,No,Detached,2-Storey,3,1,No
396,2022,Sold 2022-05-18,"€333,757.00",Beacon Hill,1930,Yes,Yes,Detached,1-Storey,2,1,Yes
397,2022,Sold 2022-05-18,"€365,044.00",Brookville,2016,Yes,???,Semi-D,1-Storey,1,1,Yes
398,2022,Sold 2022-05-18,"€295,768.00",Beacon Hill,1940,Yes,No,Detached,1-Storey,2,1,Yes
399,2022,Sold 2022-05-19,"€548,953.00",Porter Square,Unknown,Yes,No,Detached,2-Storey,3,2,No
400,2022,Sold 2022-05-23,"€409,008.00",Oak Park,1972,Yes,Yes,Detached,1-Storey,2,1,Yes
401,2022,Sold 2022-05-23,"€476,936.00",Oak Park,1968,Yes,Yes,Detached,1-Storey,3,1,Yes
402,2022,Sold 2022-05-25,"€312,638.00",Broomhouse,1967,Yes,No,Detached,1-Storey,3,1,No
403,2022,Sold 2022-05-25,"€434,381.00",Broomhouse,1988,Yes,Yes,Detached,2-Storey,3,2,No
404,2022,Sold 2022-05-25,"€367,658.00",Broomhouse,1973,Yes,Yes,Detached,1-Storey,3,1,No
405,2022,Sold 2022-05-27,"€537,063.00",Oak Park,1977,Yes,Yes,Detached,2-Storey,4,1,No
406,2022,Sold 2022-05-27,"€535,287.00",Oak Park,1983,Yes,Yes,Detached,2-Storey,4,2,No
407,2022,Sold 2022-05-28,"€345,756.00",Brookville,2016,Yes,No,Semi-Detached,1-Storey,1,1,Yes
408,2022,Sold 28 May 2022,"€211,281.00",Summerston,1922,No,No,Bungalow,1-Storey,2,1,No
409,2022,Sold 2022-05-28,"€849,417.00",Brookville,2020,Yes,Yes,Detached,1-Storey,4,3,Yes
410,2022,Sold 2022-05-29,"€553,417.00",Porter Square,2015,Yes,Yes,Detached,2-Storey,3,2,Yes
411,2022,Sold 01 June 2022,"€320,157.00",Brookville,1978,Yes,Yes,Detached,1-Storey,3,1,No
412,2022,Sold 2022-06-01,"€374,573.00",Brookville,2016,Yes,No,Semi-Detached,1-Storey,1,1,No
413,2022,Sold 2022-06-01,"€ 442,082",Brookville,2019,Yes,No,Detached,1-Storey,4,2,No
414,2022,Sold 01 June 2022,"€ 311,181",Rivermount,1938,Yes,No,Detached,1-Storey,3,1,No
415,2022,Sold 2022-06-01,"€286,027.00",Rivermount,1969,Yes,Yes,Detached,1-Storey,3,1,NO
416,2022,Sold 01 June 2022,"€263,535.00",Rivermount,1947,Yes,Yes,Bungalow,1-Storey,2,1,Yes
417,2022,Sold 2022-06-02,"€269,453.00",Summerston,1971,Yes,Yes,Detached,1-Storey,3,1,Yes
418,2022,Sold 02 June 2022,"€290,109.00",Summerston,1965,Yes,Yes,Detached,1-Storey,3,1,No
419,2022,Sold 2022-06-02,"€384,459.00",Summerston,2017,Yes,No,Semi-Detached,1.5-Storey,2,1,No
420,2022,Sold 2022-06-03,"€ 398,168",Beacon Hill,1928,Yes,Yes,Detached,2-Storey,4,1,Yes
421,2022,Sold 2022-06-03,"€463,206.00",Summerston,2017,Yes,Yes,Detached,1-Storey,2,1,Yes
422,2022,Sold 2022-06-03,"€542,297.00",Beacon Hill,1941,Yes,???,Detached,1-Storey,3,1,No
423,2022,Sold 2022-06-03,"€432,056.00",Broomhouse,1966,Yes,Yes,Detached,1-Storey,3,1,Yes
424,2022,Sold 2022-06-03,"€338,348.00",Broomhouse,1980,Yes,Yes,Detached,1-Storey,4,1,No
425,2022,Sold 2022-06-03,"€328,680.00",Beacon Hill,1932,Yes,Yes,Detached,2-Storey,3,2,No
426,2022,Sold 2022-06-03,"€369,190.00",Broomhouse,1981,Yes,No,Duplex,1-Storey,4,2,No
427,2022,Sold 2022-06-04,"€410,710.00",Rivermount,1916,Yes,Yes,Detached,2-Storey,3,2,Yes
428,2022,Sold 2022-06-04,"€285,372.00",Rivermount,1952,Yes,No,Detached,1-Storey,2,2,NO
429,2022,Sold 2022-06-06,"€341,462.00",Summerston,1977,Yes,Yes,Detached,1-Storey,3,1,Yes
430,2022,Sold 2022-06-06,"€435,105.00",Oak Park,1969,Yes,???,Detached,1-Storey,3,1,No
431,2022,Sold 06 June 2022,"€421,344.00",Summerston,1961,Yes,Yes,Det.,1-Storey,3,2,No
432,2022,Sold 2022-06-06,"€ 512,773",Summerston,2014,Yes,Yes,Detached,1-Storey,3,3,No
433,2022,Sold 2022-06-07,"€179,675.00",Rivermount,1937,No,Yes,Bungalow,1-Storey,2,1,No
434,2022,Sold 2022-06-07,"€418,938.00",Rivermount,1940,Yes,No,Det.,2-Storey,4,1,NO
435,2022,Sold 07 June 2022,"€240,359.00",Rivermount,1931,Yes,Yes,Bungalow,1-Storey,2,1,No
436,2022,Sold 2022-06-07,"€328,795.00",Rivermount,1926,Yes,No,Detached,2-Storey,3,2,No
437,2022,Sold 2022-06-11,"€ 551,446",Oak Park,Unknown,Yes,Yes,Detached,2-Storey,4,2,Yes
438,2022,Sold 2022-06-13,"€420,313.00",Rivermount,c1937,Yes,Yes,Detached,2-Storey,3,1,No
439,2022,Sold 2022-06-14,"€403,388.00",Summerston,1965,Yes,Yes,Detached,1-Storey,3,1,No
440,2022,Sold 2022-06-16,"€440,589.00",Oak Park,1976,Yes,Yes,Detached,2-Storey,4,1,No
441,2022,Sold 2022-06-18,"€426,603.00",Oak Park,1973,Yes,No,Detached,1-Storey,3,1,Yes
442,2022,Sold 21 June 2022,"€254,317.00",Oak Park,1937,Yes,No,Bungalow,1-Storey,4,2,No
443,2022,Sold 2022-06-21,"€403,801.00",Oak Park,1972,Yes,Yes,Detached,1-Storey,3,1,Yes
444,2022,Sold 2022-06-21,"€324,440.00",Oak Park,1969,Yes,Yes,Detached,1-Storey,3,1,Yes
445,2022,Sold 2022-06-23,"€632,779.00",Brookville,2012,Yes,Yes,Detached,2-Storey,3,2,Yes
446,2022,Sold 2022-06-23,"€564,701.00",Brookville,2012,Yes,Yes,Detached,2-Storey,3,2,No
447,2022,Sold 2022-06-23,"€414,183.00",Brookville,2009,Yes,???,Detached,1-Storey,3,1,Yes
448,2022,Sold 2022-06-23,"€373,008.00",Brookville,2007,Yes,No,Detached,1-Storey,3,1,Yes
449,2022,Sold 2022-06-24,"€497,649.00",Avoca,2007,Yes,No,Detached,2-Storey,3,2,No
450,2022,Sold 2022-06-24,"€ 325,144",Broomhouse,1971,Yes,No,Detached,1-Storey,3,1,No
451,2022,Sold 2022-06-24,"€313,595.00",Beacon Hill,1927,Yes,Yes,Detached,2-Storey,3,2,No
452,2022,Sold 2022-06-24,"€387,741.00",Broomhouse,1978,Yes,Yes,Detached,1-Storey,3,1,Yes
453,2022,Sold 2022-06-25,"€315,161.00",Summerston,1960,Yes,???,Detached,1-Storey,2,1,Yes
454,2022,Sold 2022-06-25,"€531,360.00",Rivermount,2015,Yes,Yes,Detached,1-Storey,3,2,No
455,2022,Sold 2022-06-25,"€341,924.00",Summerston,1977,Yes,Yes,Detached,1-Storey,3,1,Yes
456,2022,Sold 2022-06-26,"€693,404.00",Rivermount,1932,Yes,No,Detached,1-Storey,5,2,Yes
457,2022,Sold 2022-06-26,"€441,793.00",Oak Park,1976,Yes,Yes,Detached,1.5-Storey,3,1,Yes
458,2022,Sold 2022-06-26,"€270,864.00",Rivermount,c1945,Yes,Yes,Det.,1-Storey,2,1,No
459,2022,Sold 2022-06-27,"€ 341,529",Brookville,Unknown,Yes,No,Semi-Detached,1-Storey,1,1,Yes
460,2022,Sold 2022-06-28,"€288,107.00",Beacon Hill,c1934,Yes,No,Bungalow,1-Storey,2,1,Yes
461,2022,Sold 2022-06-28,"€263,356.00",Beacon Hill,1928,Yes,Yes,Bungalow,1-Storey,2,1,Yes
462,2022,Sold 2022-06-28,"€425,982.00",Beacon Hill,1942,Yes,Yes,Detached,1-Storey,3,2,No
463,2022,Sold 2022-06-28,"€267,012.00",Oak Park,1966,Yes,Yes,Bungalow,1-Storey,2,1,NO
464,2022,Sold 2022-06-29,"€492,051.00",Beacon Hill,1935,Yes,Yes,Detached,1-Storey,4,1,Yes
465,2022,Sold 2022-06-29,"€466,757.00",Rivermount,1946,Yes,???,Detached,1-Storey,3,2,Yes
466,2022,Sold 2022-06-29,"€ 319,751",Rivermount,1967,Yes,Yes,Detached,1-Storey,2,1,Yes
467,2022,Sold 2022-06-29,"€ 306,052",Rivermount,1896,Yes,???,Detached,1-Storey,3,1,No
468,2022,Sold 29 June 2022,"€350,330.00",Rivermount,1972,Yes,Yes,Detached,1-Storey,2,1,No
469,2022,Sold 2022-06-29,"€ 409,035",Rivermount,1923,Yes,Yes,Detached,2-Storey,3,2,Yes
470,2022,Sold 2022-06-29,"€426,098.00",Rivermount,1917,No,No,Terraced,1-Storey,4,2,Yes
471,2022,Sold 2022-06-29,"€400,824.00",Rivermount,1927,Yes,No,Detached,1-Storey,4,1,Yes
472,2022,Sold 2022-06-30,"€ 350,510",Oak Park,1970,Yes,Yes,Detached,1-Storey,3,1,No
473,2022,Sold 2022-07-02,"€508,924.00",Avoca,2010,Yes,Yes,Detached,2-Storey,3,2,NO
474,2022,Sold 2022-07-02,"€611,718.00",Avoca,2020,No,No,End-of-Terrace,1-Storey,2,2,No
475,2022,Sold 2022-07-02,"€505,758.00",Brookville,2011,Yes,Yes,Detached,1-Storey,3,2,No
476,2022,Sold 2022-07-02,"€ 722,846",Avoca,2017,Yes,No,Semi-Detached,1-Storey,2,2,Yes
477,2022,Sold 2022-07-02,"€482,106.00",Avoca,2017,Yes,No,Det.,2-Storey,3,2,No
478,2022,Sold 2022-07-02,"€474,639.00",Avoca,2013,Yes,Yes,Detached,2-Storey,3,2,No
479,2022,Sold 2022-07-03,"€425,445.00",Broomhouse,1962,Yes,No,Detached,1-Storey,4,1,Yes
480,2022,Sold 2022-07-03,"€ 198,336",Broomhouse,1971,Yes,No,Bungalow,1-Storey,3,1,No
481,2022,Sold 2022-07-06,"€314,113.00",Beacon Hill,1960,Yes,Yes,Detached,1-Storey,2,1,NO
482,2022,Sold 2022-07-06,"€375,313.00",Beacon Hill,1952,Yes,Yes,Detached,1-Storey,3,1,Yes
